timestamp,temperature,humidity,weight
 15/3/19  10:8:0  AM,31.6,26.2,6.48
 15/3/19  10:9:0  AM,31.6,26.2,6.48
 15/3/19  12:0:0  PM,32.5,23.4,6.48
 15/3/19  12:1:0  PM,32.5,23.4,6.48
 15/3/19  12:2:0  PM,32.5,23.4,6.51
 15/3/19  12:3:0  PM,32.5,23.4,6.51
 15/3/19  12:4:0  PM,32.5,24.1,6.51
 15/3/19  12:5:0  PM,32.5,24.1,6.51
 15/3/19  12:6:0  PM,33.6,24.1,6.51
 15/3/19  12:7:0  PM,32.4,23.4,6.51
 15/3/19  12:8:0  PM,,23.4,6.53
 15/3/19  12:9:0  PM,32.4,23.4,6.53
 15/3/19  2:0:0  PM,32.4,18.5,6.53
 15/3/19  2:1:0  PM,35.2,18.5,6.57
 15/3/19  2:2:0  PM,35.2,18.5,6.57
 15/3/19  2:3:0  PM,35.2,18.5,6.57
 15/3/19  2:4:0  PM,35.2,19.2,6.49
 15/3/19  2:5:0  PM,35.2,19.2,6.49
 15/3/19  2:6:0  PM,34.8,19.2,6.49
 15/3/19  2:7:0  PM,34.8,18.5,6.54
 15/3/19  2:8:0  PM,34.8,18.5,6.54
 15/3/19  2:9:0  PM,34.8,18.5,6.54
 15/3/19  4:0:0  PM,33.2,18.3,6.54
 15/3/19  4:1:0  PM,33.2,18.3,6.54
 15/3/19  4:2:0  PM,33.2,18.3,6.52
 15/3/19  4:3:0  PM,33.2,18.3,6.52
 15/3/19  4:4:0  PM,33.2,18.3,6.52
 15/3/19  4:5:0  PM,34.3,18.2,6.56
 15/3/19  4:6:0  PM,34.3,18.2,6.56
 15/3/19  4:7:0  PM,34.3,18.2,6.56
 15/3/19  4:8:0  PM,34.3,18.3,6.56
 15/3/19  4:9:0  PM,34.3,18.3,6.56
 15/3/19  6:0:0  PM,31.8,20.1,6.56
 15/3/19  6:1:0  PM,31.8,20.1,6.56
 15/3/19  6:2:0  PM,31.8,20.1,6.56
 15/3/19  6:3:0  PM,31.8,20.1,6.56
 15/3/19  6:4:0  PM,31.8,20.1,6.58
 15/3/19  6:5:0  PM,31.2,19.8,6.58
 15/3/19  6:6:0  PM,31.2,19.8,6.58
 15/3/19  6:7:0  PM,31.2,19.8,6.58
 15/3/19  6:8:0  PM,31.2,20.1,6.58
 15/3/19  6:9:0  PM,31.2,20.1,6.58
 15/3/19  8:0:0  PM,27.9,25.8,6.61
 15/3/19  8:1:0  PM,27.9,25.8,6.61
 15/3/19  8:2:0  PM,27.9,25.8,6.61
 15/3/19  8:3:0  PM,27.9,25.8,6.61
 15/3/19  8:4:0  PM,27.9,25.8,6.61
 15/3/19  8:5:0  PM,28.2,25.4,6.53
 15/3/19  8:6:0  PM,28.2,25.4,6.53
 15/3/19  8:7:0  PM,28.2,25.4,6.53
 15/3/19  8:8:0  PM,28.2,25.8,6.53
 15/3/19  8:9:0  PM,28.2,25.8,6.53
 16/3/19  8:0:0  AM,26.2,50.3,3.58
 16/3/19  8:1:0  AM,26.2,50.3,3.58
 16/3/19  8:2:0  AM,26.2,50.3,3.58
 16/3/19  8:3:0  AM,26.5,50.3,3.58
 16/3/19  8:4:0  AM,26.5,50.3,3.58
 16/3/19  8:5:0  AM,26.5,52.2,3.53
 16/3/19  8:6:0  AM,26.5,52.2,3.53
 16/3/19  8:7:0  AM,26.2,52.2,3.53
 16/3/19  8:8:0  AM,26.2,50.3,3.53
 16/3/19  8:9:0  AM,26.2,50.3,3.53
 16/3/19  10:0:0  AM,34.7,18.6,3.53
 16/3/19  10:1:0  AM,34.7,18.6,3.54
 16/3/19  10:2:0  AM,34.7,18.6,3.54
 16/3/19  10:3:0  AM,34.7,18.6,3.54
 16/3/19  10:4:0  AM,35.2,19.2,3.54
 16/3/19  10:5:0  AM,35.2,19.2,3.54
 16/3/19  10:6:0  AM,35.2,19.2,3.54
 16/3/19  10:7:0  AM,34.7,18.6,3.54
 16/3/19  10:8:0  AM,34.7,18.6,3.54
 16/3/19  10:9:0  AM,34.7,18.6,3.54
 16/3/19  12:0:0  PM,35.4,17.3,3.51
 16/3/19  12:1:0  PM,35.4,17.3,3.51
 16/3/19  12:2:0  PM,35.4,17.3,3.51
 16/3/19  12:3:0  PM,35.4,17.3,3.51
 16/3/19  12:4:0  PM,35.8,18.5,3.51
 16/3/19  12:5:0  PM,35.8,18.5,3.51
 16/3/19  12:6:0  PM,35.8,18.5,3.51
 16/3/19  12:7:0  PM,35.4,18.5,3.51
 16/3/19  12:8:0  PM,35.4,17.3,3.51
 16/3/19  12:9:0  PM,35.4,17.3,3.51
 16/3/19  2:0:0  PM,36.3,15.2,3.51
 16/3/19  2:1:0  PM,36.3,15.2,3.51
 16/3/19  2:2:0  PM,36.3,15.2,3.51
 16/3/19  2:3:0  PM,36.3,15.2,3.51
 16/3/19  2:4:0  PM,36.3,16.3,3.51
 16/3/19  2:5:0  PM,35.9,16.3,3.51
 16/3/19  2:6:0  PM,35.9,16.3,3.51
 16/3/19  2:7:0  PM,35.9,15.2,3.51
 16/3/19  2:8:0  PM,36.3,15.2,3.51
 16/3/19  2:9:0  PM,36.3,15.2,3.51
 16/3/19  4:0:0  PM,34.6,18.4,3.52
 16/3/19  4:1:0  PM,34.6,18.4,3.52
 16/3/19  4:2:0  PM,34.6,18.4,3.52
 16/3/19  4:3:0  PM,34.6,18.4,3.52
 16/3/19  4:4:0  PM,34.6,17.9,3.52
 16/3/19  4:5:0  PM,35.1,17.9,3.52
 16/3/19  4:6:0  PM,35.1,17.9,3.52
 16/3/19  4:7:0  PM,35.1,18.4,3.52
 16/3/19  4:8:0  PM,34.6,18.4,3.52
 16/3/19  4:9:0  PM,34.6,18.4,3.52
 16/3/19  6:0:0  PM,32.5,22.4,3.53
 16/3/19  6:1:0  PM,32.5,22.4,3.53
 16/3/19  6:2:0  PM,32.5,22.4,3.53
 16/3/19  6:3:0  PM,32.5,22.4,3.53
 16/3/19  6:4:0  PM,32.5,23.5,3.53
 16/3/19  6:5:0  PM,31.9,23.5,3.53
 16/3/19  6:6:0  PM,31.9,23.5,3.53
 16/3/19  6:7:0  PM,31.9,23.5,3.53
 16/3/19  6:8:0  PM,32.5,22.4,3.51
 16/3/19  6:9:0  PM,32.5,22.4,3.51
 16/3/19  8:0:0  PM,27.5,23.6,3.51
 16/3/19  8:1:0  PM,27.5,23.6,3.51
 16/3/19  8:2:0  PM,27.5,23.6,3.51
 16/3/19  8:3:0  PM,27.5,23.6,3.53
 16/3/19  8:4:0  PM,27.5,24.5,3.53
 16/3/19  8:5:0  PM,26.8,24.5,3.53
 16/3/19  8:6:0  PM,26.8,24.5,3.53
 16/3/19  8:7:0  PM,26.8,23.6,3.53
 16/3/19  8:8:0  PM,27.5,23.6,3.53
 16/3/19  8:9:0  PM,27.5,23.6,3.53
 17/3/19  8:0:0  AM,26.7,47.6,3.72
 17/3/19  8:1:0  AM,26.7,47.6,3.72
 17/3/19  8:2:0  AM,26.7,47.6,3.72
 17/3/19  8:3:0  AM,26.7,47.6,3.73
 17/3/19  8:4:0  AM,27.3,48.4,3.73
 17/3/19  8:5:0  AM,27.3,47.6,3.73
 17/3/19  8:6:0  AM,27.3,47.6,3.73
 17/3/19  8:7:0  AM,26.7,47.6,3.73
 17/3/19  8:8:0  AM,26.7,47.6,3.73
 17/3/19  8:9:0  AM,26.7,47.6,3.73
 17/3/19  10:0:0  AM,29.5,15.2,3.73
 17/3/19  10:1:0  AM,29.5,15.2,3.74
 17/3/19  10:2:0  AM,29.5,15.2,3.74
 17/3/19  10:3:0  AM,29.5,15.2,3.74
 17/3/19  10:4:0  AM,29.2,15.2,3.74
 17/3/19  10:5:0  AM,29.2,14.9,3.74
 17/3/19  10:6:0  AM,29.2,14.9,3.74
 17/3/19  10:7:0  AM,29.2,14.9,3.74
 17/3/19  10:8:0  AM,29.5,15.2,3.74
 17/3/19  10:9:0  AM,29.5,15.2,3.74
 17/3/19  12:0:0  PM,34.1,12.4,3.78
 17/3/19  12:1:0  PM,34.1,12.4,3.78
 17/3/19  12:2:0  PM,34.1,12.4,3.78
 17/3/19  12:3:0  PM,34.1,12.4,3.78
 17/3/19  12:4:0  PM,34.1,12.4,3.78
 17/3/19  12:5:0  PM,34.3,11.8,3.78
 17/3/19  12:6:0  PM,34.3,11.8,3.78
 17/3/19  12:7:0  PM,34.1,11.8,3.78
 17/3/19  12:8:0  PM,34.1,12.4,3.78
 17/3/19  12:9:0  PM,34.1,12.4,3.78
 17/3/19  2:0:0  PM,35.8,11.5,3.78
 17/3/19  2:1:0  PM,35.8,11.5,3.78
 17/3/19  2:2:0  PM,35.8,11.5,3.78
 17/3/19  2:3:0  PM,35.8,11.5,3.78
 17/3/19  2:4:0  PM,35.8,12.4,3.78
 17/3/19  2:5:0  PM,36.1,12.4,3.78
 17/3/19  2:6:0  PM,36.1,12.4,3.75
 17/3/19  2:7:0  PM,36.1,12.4,3.75
 17/3/19  2:8:0  PM,35.8,11.5,3.75
 17/3/19  2:9:0  PM,35.8,11.5,3.75
 17/3/19  4:0:0  PM,34.8,14.9,3.74
 17/3/19  4:1:0  PM,34.8,14.9,3.74
 17/3/19  4:2:0  PM,34.8,14.9,3.74
 17/3/19  4:3:0  PM,34.8,14.9,3.74
 17/3/19  4:4:0  PM,34.3,15.2,3.74
 17/3/19  4:5:0  PM,34.3,14.9,3.82
 17/3/19  4:6:0  PM,34.3,14.9,3.82
 17/3/19  4:7:0  PM,34.8,14.9,3.82
 17/3/19  4:8:0  PM,34.8,14.9,3.82
 17/3/19  4:9:0  PM,34.8,14.9,3.82
 17/3/19  6:0:0  PM,32.7,23.1,3.82
 17/3/19  6:1:0  PM,32.7,23.1,3.82
 17/3/19  6:2:0  PM,32.7,23.1,3.83
 17/3/19  6:3:0  PM,32.7,23.1,3.83
 17/3/19  6:4:0  PM,32.7,23.1,3.83
 17/3/19  6:5:0  PM,33.1,23.6,3.83
 17/3/19  6:6:0  PM,33.1,23.6,3.83
 17/3/19  6:7:0  PM,33.1,23.6,3.83
 17/3/19  6:8:0  PM,32.7,23.1,3.83
 17/3/19  6:9:0  PM,32.7,23.1,3.83
 17/3/19  8:0:0  PM,29.2,31.6,3.83
 17/3/19  8:1:0  PM,29.2,31.6,3.83
 17/3/19  8:2:0  PM,29.2,31.6,3.83
 17/3/19  8:3:0  PM,29.2,31.6,3.83
 17/3/19  8:4:0  PM,30.4,31.6,3.83
 17/3/19  8:5:0  PM,30.4,30.2,3.83
 17/3/19  8:6:0  PM,30.4,31.6,3.83
 17/3/19  8:7:0  PM,29.2,31.6,3.83
 17/3/19  8:8:0  PM,29.2,31.6,3.83
 17/3/19  8:9:0  PM,29.2,31.6,3.83
 18/3/19  8:0:0  AM,26.8,55.5,4.22
 18/3/19  8:1:0  AM,26.8,55.5,4.22
 18/3/19  8:2:0  AM,26.8,55.5,4.22
 18/3/19  8:3:0  AM,26.8,55.5,4.22
 18/3/19  8:4:0  AM,25.9,54.3,4.22
 18/3/19  8:5:0  AM,25.9,54.3,4.22
 18/3/19  8:6:0  AM,25.9,54.3,4.22
 18/3/19  8:7:0  AM,26.8,55.5,4.22
 18/3/19  8:8:0  AM,26.8,55.5,4.22
 18/3/19  8:9:0  AM,26.8,55.5,4.25
 18/3/19  10:0:0  AM,32.3,25.3,4.25
 18/3/19  10:1:0  AM,32.3,25.3,4.25
 18/3/19  10:2:0  AM,32.3,25.3,4.25
 18/3/19  10:3:0  AM,32.3,25.3,4.25
 18/3/19  10:4:0  AM,33.4,26.2,4.25
 18/3/19  10:5:0  AM,33.4,26.2,4.25
 18/3/19  10:6:0  AM,33.4,26.2,4.25
 18/3/19  10:7:0  AM,32.3,25.3,4.25
 18/3/19  10:8:0  AM,32.3,25.3,4.34
 18/3/19  10:9:0  AM,32.3,25.3,4.34
 18/3/19  12:0:0  PM,35.8,19.8,4.34
 18/3/19  12:1:0  PM,35.8,19.8,4.34
 18/3/19  12:2:0  PM,35.8,19.8,4.34
 18/3/19  12:3:0  PM,35.8,19.8,4.34
 18/3/19  12:4:0  PM,35.2,18.4,4.34
 18/3/19  12:5:0  PM,35.2,18.4,4.34
 18/3/19  12:6:0  PM,35.2,18.4,4.34
 18/3/19  12:7:0  PM,35.8,19.8,4.34
 18/3/19  12:8:0  PM,35.8,19.8,4.34
 18/3/19  12:9:0  PM,35.8,19.8,4.34
 18/3/19  2:0:0  PM,35.7,17.5,4.34
 18/3/19  2:1:0  PM,35.7,17.5,4.58
 18/3/19  2:2:0  PM,35.7,17.5,4.58
 18/3/19  2:3:0  PM,35.7,17.5,4.58
 18/3/19  2:4:0  PM,36.3,17.5,4.58
 18/3/19  2:5:0  PM,36.3,18.4,4.58
 18/3/19  2:6:0  PM,36.3,18.4,4.58
 18/3/19  2:7:0  PM,36.3,18.4,4.58
 18/3/19  2:8:0  PM,35.7,17.5,4.58
 18/3/19  2:9:0  PM,35.7,17.5,4.58
 18/3/19  4:0:0  PM,33.1,16.4,4.24
 18/3/19  4:1:0  PM,33.1,16.4,4.24
 18/3/19  4:2:0  PM,33.1,16.4,4.24
 18/3/19  4:3:0  PM,33.1,16.4,4.24
 18/3/19  4:4:0  PM,33.1,15.9,4.24
 18/3/19  4:5:0  PM,32.5,15.9,4.24
 18/3/19  4:6:0  PM,32.5,15.9,4.24
 18/3/19  4:7:0  PM,32.5,16.4,4.24
 18/3/19  4:8:0  PM,33.1,16.4,4.24
 18/3/19  4:9:0  PM,33.1,16.4,4.24
 18/3/19  6:0:0  PM,33.2,21.5,4.19
 18/3/19  6:1:0  PM,33.2,21.5,4.19
 18/3/19  6:2:0  PM,33.2,21.5,4.19
 18/3/19  6:3:0  PM,33.2,21.5,4.19
 18/3/19  6:4:0  PM,33.5,21.5,4.19
 18/3/19  6:5:0  PM,33.5,22.1,4.19
 18/3/19  6:6:0  PM,33.5,22.1,4.19
 18/3/19  6:7:0  PM,33.5,22.1,4.19
 18/3/19  6:8:0  PM,33.2,21.5,4.19
 18/3/19  6:9:0  PM,33.2,21.5,4.19
 18/3/19  8:0:0  PM,29.7,26.5,4.19
 18/3/19  8:1:0  PM,29.7,26.5,4.19
 18/3/19  8:2:0  PM,29.7,26.5,4.19
 18/3/19  8:3:0  PM,29.7,26.5,4.19
 18/3/19  8:4:0  PM,29.7,25.8,4.19
 18/3/19  8:5:0  PM,30.1,25.8,4.19
 18/3/19  8:6:0  PM,30.1,25.8,4.19
 18/3/19  8:7:0  PM,30.1,26.5,4.19
 18/3/19  8:8:0  PM,29.7,26.5,4.19
 18/3/19  8:9:0  PM,29.7,26.5,4.19
 19/3/19  8:0:0  AM,26.7,47.6,4.34
 19/3/19  8:1:0  AM,26.7,47.6,4.34
 19/3/19  8:2:0  AM,26.7,47.6,4.34
 19/3/19  8:3:0  AM,26.7,47.6,4.34
 19/3/19  8:4:0  AM,26.8,48.4,4.34
 19/3/19  8:5:0  AM,26.8,47.6,4.34
 19/3/19  8:6:0  AM,26.8,47.6,4.34
 19/3/19  8:7:0  AM,26.7,47.6,4.34
 19/3/19  8:8:0  AM,26.7,47.6,4.34
 19/3/19  8:9:0  AM,26.7,47.6,4.35
 19/3/19  10:0:0  AM,31.2,15.2,4.15
 19/3/19  10:1:0  AM,31.2,15.2,4.15
 19/3/19  10:2:0  AM,31.2,15.2,4.15
 19/3/19  10:3:0  AM,31.2,15.2,4.15
 19/3/19  10:4:0  AM,31.5,15.2,4.15
 19/3/19  10:5:0  AM,31.5,14.9,4.15
 19/3/19  10:6:0  AM,31.5,14.9,4.15
 19/3/19  10:7:0  AM,31.2,14.9,4.15
 19/3/19  10:8:0  AM,31.2,15.2,4.14
 19/3/19  10:9:0  AM,31.2,15.2,4.14
 19/3/19  12:0:0  PM,34.1,12.4,4.24
 19/3/19  12:1:0  PM,34.1,12.4,4.24
 19/3/19  12:2:0  PM,34.1,12.4,4.26
 19/3/19  12:3:0  PM,34.1,12.4,4.26
 19/3/19  12:4:0  PM,34.1,12.4,4.26
 19/3/19  12:5:0  PM,35.4,11.8,4.26
 19/3/19  12:6:0  PM,35.4,11.8,4.26
 19/3/19  12:7:0  PM,35.4,11.8,4.26
 19/3/19  12:8:0  PM,34.1,12.4,4.26
 19/3/19  12:9:0  PM,34.1,12.4,4.26
 19/3/19  2:0:0  PM,36.2,11.5,4.67
 19/3/19  2:1:0  PM,36.2,11.5,4.67
 19/3/19  2:2:0  PM,36.2,11.5,4.67
 19/3/19  2:3:0  PM,36.2,11.5,4.67
 19/3/19  2:4:0  PM,36.2,12.4,4.67
 19/3/19  2:5:0  PM,35.8,12.4,4.67
 19/3/19  2:6:0  PM,35.8,12.4,4.67
 19/3/19  2:7:0  PM,35.8,12.4,4.67
 19/3/19  2:8:0  PM,36.2,11.5,4.67
 19/3/19  2:9:0  PM,36.2,11.5,4.67
 19/3/19  4:0:0  PM,33.5,14.9,4.44
 19/3/19  4:1:0  PM,33.5,14.9,4.44
 19/3/19  4:2:0  PM,33.5,14.9,4.44
 19/3/19  4:3:0  PM,33.5,14.9,4.44
 19/3/19  4:4:0  PM,33.5,15.2,4.44
 19/3/19  4:5:0  PM,34.2,14.9,4.44
 19/3/19  4:6:0  PM,34.2,14.9,4.44
 19/3/19  4:7:0  PM,34.2,14.9,4.44
 19/3/19  4:8:0  PM,33.5,14.9,4.45
 19/3/19  4:9:0  PM,33.5,14.9,4.45
 19/3/19  6:0:0  PM,30.1,23.1,4.39
 19/3/19  6:1:0  PM,30.1,23.1,4.39
 19/3/19  6:2:0  PM,30.1,23.1,4.39
 19/3/19  6:3:0  PM,30.1,23.1,4.39
 19/3/19  6:4:0  PM,30.1,23.1,4.39
 19/3/19  6:5:0  PM,29.7,23.6,4.39
 19/3/19  6:6:0  PM,29.7,23.6,4.39
 19/3/19  6:7:0  PM,29.7,23.6,4.39
 19/3/19  6:8:0  PM,30.1,23.1,4.39
 19/3/19  6:9:0  PM,30.1,23.1,4.39
 19/3/19  8:0:0  PM,29.7,31.6,4.35
 19/3/19  8:1:0  PM,29.7,31.6,4.35
 19/3/19  8:2:0  PM,29.7,31.6,4.35
 19/3/19  8:3:0  PM,29.7,31.6,4.35
 19/3/19  8:4:0  PM,29.7,31.6,4.35
 19/3/19  8:5:0  PM,26.9,30.2,4.35
 19/3/19  8:6:0  PM,26.9,31.6,4.35
 19/3/19  8:7:0  PM,26.9,31.6,4.35
 19/3/19  8:8:0  PM,29.7,31.6,4.35
 19/3/19  8:9:0  PM,29.7,31.6,4.35
 20/3/19  8:0:0  AM,26.5,49.2,4.51
 20/3/19  8:1:0  AM,26.5,49.2,4.51
 20/3/19  8:2:0  AM,26.5,49.2,4.51
 20/3/19  8:3:0  AM,26.5,49.2,4.51
 20/3/19  8:4:0  AM,27.6,48.3,4.51
 20/3/19  8:5:0  AM,27.6,48.3,4.51
 20/3/19  8:6:0  AM,27.6,48.3,4.54
 20/3/19  8:7:0  AM,26.5,49.2,4.54
 20/3/19  8:8:0  AM,26.5,49.2,4.54
 20/3/19  8:9:0  AM,26.5,49.2,4.54
 20/3/19  10:0:0  AM,31.8,27.1,4.56
 20/3/19  10:1:0  AM,31.8,27.1,4.57
 20/3/19  10:2:0  AM,31.8,27.1,4.57
 20/3/19  10:3:0  AM,31.8,27.1,4.57
 20/3/19  10:4:0  AM,31.8,28.5,4.57
 20/3/19  10:5:0  AM,32.3,28.5,4.57
 20/3/19  10:6:0  AM,32.3,28.5,4.57
 20/3/19  10:7:0  AM,32.3,27.1,4.59
 20/3/19  10:8:0  AM,31.8,27.1,4.61
 20/3/19  10:9:0  AM,31.8,27.1,4.61
 20/3/19  12:0:0  PM,35.4,18.5,5.61
 20/3/19  12:1:0  PM,35.4,18.5,4.61
 20/3/19  12:2:0  PM,35.4,18.5,4.61
 20/3/19  12:3:0  PM,35.4,18.5,4.61
 20/3/19  12:4:0  PM,35.4,18.5,4.61
 20/3/19  12:5:0  PM,36.1,19.1,4.63
 20/3/19  12:6:0  PM,36.1,19.1,4.63
 20/3/19  12:7:0  PM,36.1,19.1,4.63
 20/3/19  12:8:0  PM,35.4,18.5,4.63
 20/3/19  12:9:0  PM,35.4,18.5,4.63
 20/3/19  2:0:0  PM,36.1,16.2,4.67
 20/3/19  2:1:0  PM,36.1,16.2,4.67
 20/3/19  2:2:0  PM,36.1,16.2,4.67
 20/3/19  2:3:0  PM,36.1,16.2,4.67
 20/3/19  2:4:0  PM,36.1,17.2,4.67
 20/3/19  2:5:0  PM,35.9,17.2,4.67
 20/3/19  2:6:0  PM,35.9,17.2,4.67
 20/3/19  2:7:0  PM,35.9,16.2,4.68
 20/3/19  2:8:0  PM,35.9,16.2,4.68
 20/3/19  2:9:0  PM,36.1,16.2,4.68
 20/3/19  4:0:0  PM,32.1,17.8,4.59
 20/3/19  4:1:0  PM,32.1,17.8,4.59
 20/3/19  4:2:0  PM,32.1,17.8,4.59
 20/3/19  4:3:0  PM,32.1,17.8,4.59
 20/3/19  4:4:0  PM,33.2,18.3,4.59
 20/3/19  4:5:0  PM,33.2,18.3,4.59
 20/3/19  4:6:0  PM,33.2,18.3,4.59
 20/3/19  4:7:0  PM,33.2,17.8,4.62
 20/3/19  4:8:0  PM,32.1,17.8,4.62
 20/3/19  4:9:0  PM,32.1,17.8,4.62
 20/3/19  6:0:0  PM,30.5,23.4,4.67
 20/3/19  6:1:0  PM,30.5,23.4,4.67
 20/3/19  6:2:0  PM,30.5,23.4,4.67
 20/3/19  6:3:0  PM,30.5,23.4,4.67
 20/3/19  6:4:0  PM,30.5,24.1,4.72
 20/3/19  6:5:0  PM,31.1,24.1,4.72
 20/3/19  6:6:0  PM,31.1,24.1,4.73
 20/3/19  6:7:0  PM,31.1,23.4,4.75
 20/3/19  6:8:0  PM,30.5,23.4,4.75
 20/3/19  6:9:0  PM,30.5,23.4,4.75
 20/3/19  8:0:0  PM,28.3,37.3,4.75
 20/3/19  8:1:0  PM,28.3,37.3,4.75
 20/3/19  8:2:0  PM,28.3,37.3,4.75
 20/3/19  8:3:0  PM,28.3,37.3,4.69
 20/3/19  8:4:0  PM,28.3,38.4,4.69
 20/3/19  8:5:0  PM,27.9,38.4,4.81
 20/3/19  8:6:0  PM,27.9,38.4,4.81
 20/3/19  8:7:0  PM,27.9,37.3,4.81
 20/3/19  8:8:0  PM,28.3,37.3,4.81
 20/3/19  8:9:0  PM,28.3,37.3,4.81
 21/3/19  8:0:0  AM,26.5,49.2,4.91
 21/3/19  8:1:0  AM,26.5,49.2,4.91
 21/3/19  8:2:0  AM,26.5,49.2,4.91
 21/3/19  8:3:0  AM,26.1,49.2,4.91
 21/3/19  8:4:0  AM,26.1,48.3,4.91
 21/3/19  8:5:0  AM,26.1,48.3,4.91
 21/3/19  8:6:0  AM,26.1,48.3,4.91
 21/3/19  8:7:0  AM,27.4,49.2,4.91
 21/3/19  8:8:0  AM,27.4,49.2,4.91
 21/3/19  8:9:0  AM,27.4,49.2,4.91
 21/3/19  10:0:0  AM,29.3,27.1,4.89
 21/3/19  10:1:0  AM,29.3,27.1,4.89
 21/3/19  10:2:0  AM,29.3,27.1,4.89
 21/3/19  10:3:0  AM,29.3,27.1,4.89
 21/3/19  10:4:0  AM,29.3,28.5,4.89
 21/3/19  10:5:0  AM,29.7,28.5,4.89
 21/3/19  10:6:0  AM,29.7,28.5,4.89
 21/3/19  10:7:0  AM,29.7,27.1,4.89
 21/3/19  10:8:0  AM,29.7,27.1,4.88
 21/3/19  10:9:0  AM,29.7,27.1,4.88
 21/3/19  12:0:0  PM,32.5,18.5,4.94
 21/3/19  12:1:0  PM,32.5,18.5,4.94
 21/3/19  12:2:0  PM,32.5,18.5,4.94
 21/3/19  12:3:0  PM,32.5,18.5,4.94
 21/3/19  12:4:0  PM,32.5,18.5,4.94
 21/3/19  12:5:0  PM,31.8,19.1,4.94
 21/3/19  12:6:0  PM,31.8,19.1,4.94
 21/3/19  12:7:0  PM,31.8,19.1,4.94
 21/3/19  12:8:0  PM,31.8,18.5,4.94
 21/3/19  12:9:0  PM,31.8,18.5,4.96
 21/3/19  2:0:0  PM,33.6,16.2,4.87
 21/3/19  2:1:0  PM,33.6,16.2,4.87
 21/3/19  2:2:0  PM,33.6,16.2,4.87
 21/3/19  2:3:0  PM,33.6,16.2,4.87
 21/3/19  2:4:0  PM,33.6,17.2,4.87
 21/3/19  2:5:0  PM,34.3,17.2,4.87
 21/3/19  2:6:0  PM,34.3,17.2,4.87
 21/3/19  2:7:0  PM,34.3,16.2,4.87
 21/3/19  2:8:0  PM,34.3,16.2,4.87
 21/3/19  2:9:0  PM,34.3,16.2,4.87
 21/3/19  4:0:0  PM,32.5,17.8,4.95
 21/3/19  4:1:0  PM,32.5,17.8,4.95
 21/3/19  4:2:0  PM,32.5,17.8,4.95
 21/3/19  4:3:0  PM,32.5,17.8,4.95
 21/3/19  4:4:0  PM,32.5,18.3,4.95
 21/3/19  4:5:0  PM,32.1,18.3,4.95
 21/3/19  4:6:0  PM,32.1,18.3,4.95
 21/3/19  4:7:0  PM,32.1,17.8,4.95
 21/3/19  4:8:0  PM,32.1,17.8,4.95
 21/3/19  4:9:0  PM,32.1,17.8,4.95
 21/3/19  6:0:0  PM,30.3,23.4,4.98
 21/3/19  6:1:0  PM,30.3,23.4,4.98
 21/3/19  6:2:0  PM,30.3,23.4,4.98
 21/3/19  6:3:0  PM,30.3,23.4,4.98
 21/3/19  6:4:0  PM,30.3,24.1,4.98
 21/3/19  6:5:0  PM,30.7,24.1,4.98
 21/3/19  6:6:0  PM,30.7,24.1,4.98
 21/3/19  6:7:0  PM,30.7,23.4,4.98
 21/3/19  6:8:0  PM,30.7,23.4,4.98
 21/3/19  6:9:0  PM,30.7,23.4,4.98
 21/3/19  8:0:0  PM,28.4,37.3,5.12
 21/3/19  8:1:0  PM,28.4,37.3,5.12
 21/3/19  8:2:0  PM,28.4,37.3,5.12
 21/3/19  8:3:0  PM,28.4,37.3,5.12
 21/3/19  8:4:0  PM,28.4,38.4,5.12
 21/3/19  8:5:0  PM,27.8,38.4,5.14
 21/3/19  8:6:0  PM,27.8,38.4,5.14
 21/3/19  8:7:0  PM,27.8,37.3,5.14
 21/3/19  8:8:0  PM,27.8,37.3,5.14
 21/3/19  8:9:0  PM,27.8,37.3,5.14
 22/3/19  8:0:0  AM,28.2,47.6,5.23
 22/3/19  8:1:0  AM,28.2,47.6,5.23
 22/3/19  8:2:0  AM,28.2,47.6,5.23
 22/3/19  8:3:0  AM,28.2,47.6,5.23
 22/3/19  8:4:0  AM,27.3,48.4,5.23
 22/3/19  8:5:0  AM,27.3,47.6,5.23
 22/3/19  8:6:0  AM,27.3,47.6,5.23
 22/3/19  8:7:0  AM,26.8,47.6,5.23
 22/3/19  8:8:0  AM,26.8,47.6,5.23
 22/3/19  8:9:0  AM,26.8,47.6,5.23
 22/3/19  10:0:0  AM,28.4,15.2,5.32
 22/3/19  10:1:0  AM,28.4,15.2,5.32
 22/3/19  10:2:0  AM,28.4,15.2,5.32
 22/3/19  10:3:0  AM,28.4,15.2,5.32
 22/3/19  10:4:0  AM,27.8,15.2,5.32
 22/3/19  10:5:0  AM,28.4,14.9,5.34
 22/3/19  10:6:0  AM,28.4,14.9,5.38
 22/3/19  10:7:0  AM,28.4,14.9,5.38
 22/3/19  10:8:0  AM,28.4,15.2,5.38
 22/3/19  10:9:0  AM,28.4,15.2,5.38
 22/3/19  12:0:0  PM,31.6,12.4,5.29
 22/3/19  12:1:0  PM,31.6,12.4,5.29
 22/3/19  12:2:0  PM,31.6,12.4,5.29
 22/3/19  12:3:0  PM,31.6,12.4,5.29
 22/3/19  12:4:0  PM,31.6,12.4,5.36
 22/3/19  12:5:0  PM,32.1,11.8,5.36
 22/3/19  12:6:0  PM,32.1,11.8,5.36
